956	3
957	1
958	4
959	5
960	3
961	2
962	5
963	3
964	2
965	3
966	2
967	5
968	2
969	4
970	3
971	1
972	1
973	2
974	3
975	1
976	3
977	4
978	3
979	3
980	2
981	2
982	3
983	3
984	0
985	1
986	0
987	3
988	5
989	4
990	1
991	1
992	4
993	4
994	4
995	1
996	0
997	5
998	4
999	0
1000	2
1001	4
1002	0
1003	2
1004	5
1005	2
1006	0
1007	5
1008	3
1009	5
1010	4
1011	4
1012	3
1013	2
1014	4
1015	3
1016	5
1017	5
1018	3
1019	5
1020	4
1021	4
1022	4
1023	2
1024	2
1025	4
1026	5
1027	2
1028	4
1029	4
1030	5
1031	3
1032	3
1033	4
1034	5
1035	4
1036	4
1037	1
1038	3
1039	1
1040	3
1041	4
1042	1
1043	3
1044	5
1045	3
1046	1
1047	2
1048	0
1049	5
1050	3
1051	5
1052	0
1053	4
1054	5
1055	4
1056	3
1057	0
1058	0
1059	3
1060	1
1061	0
1062	4
1063	5
1064	0
1065	4
1066	2
1067	5
1068	1
1069	0
1070	4
1071	2
1072	5
1073	4
1074	4
1075	2
1076	2
1077	1
1078	3
1079	4
1080	4
1081	3
1082	2
1083	2
1084	4
1085	5
1086	4
1087	0
1088	1
1089	1
1090	5
1091	4
1092	4
1093	3
1094	3
1095	1
1096	1
1097	1
1098	2
1099	2
1100	2
1101	2
1102	0
1103	3
1104	4
1105	5
1106	4
1107	3
1108	2
1109	0
1110	5
1111	5
1112	3
1113	5
1114	1
1115	2
1116	0
1117	0
1118	1
1119	1
1120	5
1121	3
1122	3
1123	4
1124	4
1125	5
1126	0
1127	2
1128	4
1129	4
1130	4
1131	2
1132	2
1133	0
1134	5
1135	2
1136	1
1137	1
1138	3
1139	2
1140	5
1141	2
1142	1
1143	2
1144	5
1145	4
1146	3
1147	4
1148	3
1149	0
1150	5
1151	4
1152	3
1153	1
1154	1
1155	1
1156	0
1157	3
1158	0
1159	2
1160	4
1161	1
1162	2
1163	3
1164	3
1165	1
1166	1
1167	3
1168	3
1169	3
1170	1
1171	4
1172	1
1173	2
1174	5
1175	4
1176	3
1177	3
1178	2
1179	3
1180	3
1181	2
1182	2
1183	3
1184	0
1185	3
1186	2
1187	1
1188	0
1189	5
1190	3
1191	5
1192	4
1193	0
1194	1
1195	4
1196	1
1197	1
1198	2
1199	2
1200	3
1201	1
1202	5
1203	0
1204	2
1205	3
1206	1
1207	0
1208	0
1209	2
1210	5
1211	0
1212	2
1213	1
1214	1
1215	3
1216	4
1217	3
1218	0
1219	3
1220	2
1221	4
1222	2
1223	4
1224	3
1225	4
1226	0
1227	0
1228	4
1229	0
1230	2
1231	1
1232	4
1233	4
1234	2
1235	4
1236	3
